Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","01290.01","Green corn (maize)","2014","2014","t","3.92","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","01290.01","Green corn (maize)","2014","2014","t","1.5","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2014","2014","t","5.42","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2014","2014","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","01290.01","Green corn (maize)","2015","2015","t","6.98","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2015","2015","t","6.98","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2015","2015","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","01290.01","Green corn (maize)","2016","2016","t","9.24","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2016","2016","t","9.24","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2016","2016","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","01290.01","Green corn (maize)","2017","2017","t","56.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2017","2017","t","56.42","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2017","2017","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2018","2018","t","47.09","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2018","2018","t","-47","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2019","2019","t","104.11","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2019","2019","t","-104","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2020","2020","t","14.66","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2020","2020","t","-15","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2021","2021","t","41.95","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2021","2021","t","-42","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","01290.01","Green corn (maize)","2022","2022","t","76.49","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","01290.01","Green corn (maize)","2022","2022","t","-76","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2012","2012","t","6278000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2012","2012","t","71072810","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2012","2012","t","830443","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2012","2012","t","-2066000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2012","2012","t","19801939","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2012","2012","t","41016371.99","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2012","2012","t","404869.78","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2012","2012","t","7190325.3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2012","2012","t","5132731.39","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2012","2012","t","423015.55","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2012","2012","kcal/cap/d","20.17","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2012","2012","g/cap/d","5.8","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2012","2012","g/cap/d","0.51","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2012","2012","g/cap/d","0.24","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2012","2012","Kcal","1472094.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2012","2012","t","37225.37","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2012","2012","t","17766.65","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2013","2013","t","4212000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2013","2013","t","80273172","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2013","2013","t","911387","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2013","2013","t","4938000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2013","2013","t","26624890","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2013","2013","t","35287261.12","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2013","2013","t","457280.09","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2013","2013","t","8118455.9","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2013","2013","t","5417831.68","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2013","2013","t","340840.2","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2013","2013","kcal/cap/d","16.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2013","2013","g/cap/d","4.63","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2013","2013","g/cap/d","0.41","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2013","2013","g/cap/d","0.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2013","2013","Kcal","1186123.91","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2013","2013","t","29993.94","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2013","2013","t","14315.29","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2014","2014","t","9150000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2014","2014","t","79881614","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2014","2014","t","773046.04","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2014","2014","t","4822000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2014","2014","t","20654640.08","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2014","2014","t","40706787.23","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2014","2014","t","455049.56","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2014","2014","t","8065466","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2014","2014","t","5523749.58","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","0112","Maize (corn)","2014","2014","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2014","2014","t","426967.58","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2014","2014","kcal/cap/d","20.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2014","2014","g/cap/d","5.75","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2014","2014","g/cap/d","0.51","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2014","2014","g/cap/d","0.24","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2014","2014","Kcal","1485847.16","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2014","2014","t","37573.15","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2014","2014","t","17932.64","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2015","2015","t","13972000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2015","2015","t","85283074","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2015","2015","t","369990.19","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2015","2015","t","-6130000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2015","2015","t","28923951.44","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2015","2015","t","47806062.53","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2015","2015","t","485819.25","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2015","2015","t","8565306.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2015","2015","t","5558845.55","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","0112","Maize (corn)","2015","2015","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2015","2015","t","443078.99","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2015","2015","kcal/cap/d","20.59","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2015","2015","g/cap/d","5.92","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2015","2015","g/cap/d","0.52","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2015","2015","g/cap/d","0.25","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2015","2015","Kcal","1541914.89","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2015","2015","t","38990.95","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2015","2015","t","18609.32","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2016","2016","t","7842000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2016","2016","t","64188314","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2016","2016","t","2902560.46","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2016","2016","t","-1073000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2016","2016","t","21873309.73","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2016","2016","t","33278869.5","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2016","2016","t","365651.9","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2016","2016","t","6709087.45","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2016","2016","t","5531278.35","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","0112","Maize (corn)","2016","2016","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2016","2016","t","405677.53","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2016","2016","kcal/cap/d","18.7","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2016","2016","g/cap/d","5.37","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2016","2016","g/cap/d","0.47","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2016","2016","g/cap/d","0.23","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2016","2016","Kcal","1411757.79","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2016","2016","t","35699.62","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2016","2016","t","17038.46","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2017","2017","t","6769000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2017","2017","t","97910658","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2017","2017","t","1324670.09","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2017","2017","t","7250000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2017","2017","t","29265911.38","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2017","2017","t","45949278.93","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2017","2017","t","557752.9","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2017","2017","t","9923532.81","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2017","2017","t","5858046.34","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","0112","Maize (corn)","2017","2017","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2017","2017","t","430805.72","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2017","2017","kcal/cap/d","19.7","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2017","2017","g/cap/d","5.66","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2017","2017","g/cap/d","0.5","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2017","2017","g/cap/d","0.24","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2017","2017","Kcal","1499203.9","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2017","2017","t","37910.9","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","281","Fats/Year","0112","Maize (corn)","2017","2017","t","18093.84","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5113","Opening stocks","0112","Maize (corn)","2018","2018","t","14019000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5510","Production","0112","Maize (corn)","2018","2018","t","82366531","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5610","Import quantity","0112","Maize (corn)","2018","2018","t","924239.37","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5071","Stock Variation","0112","Maize (corn)","2018","2018","t","-4704000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5910","Export quantity","0112","Maize (corn)","2018","2018","t","23566197.75","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5520","Feed","0112","Maize (corn)","2018","2018","t","49362869.94","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5525","Seed","0112","Maize (corn)","2018","2018","t","468759.36","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5016","Loss","0112","Maize (corn)","2018","2018","t","8321253.74","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5023","Processed","0112","Maize (corn)","2018","2018","t","5711055.64","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5166","Residuals","0112","Maize (corn)","2018","2018","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","5141","Food supply quantity (tonnes)","0112","Maize (corn)","2018","2018","t","564633.94","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","664","Food supply (kcal/capita/day)","0112","Maize (corn)","2018","2018","kcal/cap/d","25.61","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","665","Food supply quantity (g/capita/day)","0112","Maize (corn)","2018","2018","g/cap/d","7.36","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","674","Protein supply quantity (g/capita/day)","0112","Maize (corn)","2018","2018","g/cap/d","0.65","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","684","Fat supply quantity (g/capita/day)","0112","Maize (corn)","2018","2018","g/cap/d","0.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","261","Calories/Year","0112","Maize (corn)","2018","2018","Kcal","1964926.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","BRA","Brazil","271","Proteins/Year","0112","Maize (corn)","2018","2018","t","49687.79","X","Figure from international organizations","Unofficial figure"
